chromosome,genomic_accession,start,end,strand,class,locus_tag,symbol,name,GeneID
chr6,NC_208633.1,14472528,14475578,-,miRNA,LOC705991,GENE7,Gene 7 protein,67507
chr6,NC_788637.1,128136268,128171201,+,lncRNA,LOC605612,GENE8,Gene 8 protein,30392
chr6,NC_986438.1,160040253,160076054,+,miRNA,LOC683286,GENE9,Gene 9 protein,49176
chr6,NC_701987.1,120588081,120636118,+,miRNA,LOC337144,GENE10,Gene 10 protein,57244
chr6,NC_789786.1,114382788,114424388,+,rRNA,LOC969752,GENE11,Gene 11 protein,91894
chr6,NC_289179.1,117205071,117231351,-,protein_coding,LOC386544,GENE12,Gene 12 protein,93104
chr6,NC_468074.1,151880276,151905833,-,miRNA,LOC106402,GENE13,Gene 13 protein,24777
chr6,NC_789275.1,40157648,40182543,+,rRNA,LOC520252,GENE14,Gene 14 protein,10120
chr6,NC_763928.1,132186923,132231117,+,tRNA,LOC132146,GENE15,Gene 15 protein,13026
chr6,NC_540226.1,53620377,53623205,+,pseudogene,LOC575682,GENE16,Gene 16 protein,45681
chr6,NC_426775.1,156200668,156246696,+,miRNA,LOC856648,GENE17,Gene 17 protein,43517
chr6,NC_263137.1,115681866,115714989,+,protein_coding,LOC265056,GENE18,Gene 18 protein,99885
chr6,NC_185544.1,17787991,17829961,+,tRNA,LOC385320,GENE19,Gene 19 protein,59079
chr6,NC_736565.1,123468509,123504145,-,pseudogene,LOC563516,GENE20,Gene 20 protein,55287
chr6,NC_891615.1,10779043,10829031,-,lncRNA,LOC637234,GENE21,Gene 21 protein,15918
chr6,NC_216276.1,105956574,105995771,-,pseudogene,LOC397005,GENE22,Gene 22 protein,89895
chr6,NC_799539.1,78021522,78058854,-,rRNA,LOC423401,GENE23,Gene 23 protein,6952
chr6,NC_728437.1,39143896,39162216,+,pseudogene,LOC157443,GENE24,Gene 24 protein,2007
chr6,NC_321494.1,85012633,85027832,+,miRNA,LOC904624,GENE25,Gene 25 protein,18987
chr6,NC_444061.1,161699237,161716113,-,miRNA,LOC225812,GENE26,Gene 26 protein,2013
chr6,NC_551574.1,20621013,20629227,-,tRNA,LOC284229,GENE27,Gene 27 protein,17932
chr6,NC_837852.1,123898230,123945830,-,rRNA,LOC341288,GENE28,Gene 28 protein,66570
chr6,NC_516359.1,149453491,149472788,-,protein_coding,LOC878086,GENE29,Gene 29 protein,6544
chr6,NC_582087.1,107609488,107636660,-,protein_coding,LOC181644,GENE30,Gene 30 protein,42033
chr6,NC_524068.1,44051994,44060651,-,rRNA,LOC843963,GENE31,Gene 31 protein,84904
chr6,NC_220768.1,65589314,65615739,-,miRNA,LOC524707,GENE32,Gene 32 protein,3733
chr6,NC_940247.1,36695773,36744092,-,lncRNA,LOC748151,GENE33,Gene 33 protein,61305
chr6,NC_557925.1,96462498,96492329,-,protein_coding,LOC985506,GENE34,Gene 34 protein,14875
chr6,NC_717476.1,111256962,111265249,+,pseudogene,LOC519902,GENE35,Gene 35 protein,69676
chr6,NC_425346.1,158903950,158942393,+,pseudogene,LOC882033,GENE36,Gene 36 protein,45500
chr6,NC_916964.1,75632173,75650937,+,miRNA,LOC276299,GENE37,Gene 37 protein,11011
chr6,NC_634723.1,124597505,124616179,+,rRNA,LOC303322,GENE38,Gene 38 protein,46793
chr6,NC_958729.1,10669320,10716327,-,tRNA,LOC776796,GENE39,Gene 39 protein,20358
chr6,NC_253557.1,67101666,67146308,+,protein_coding,LOC368402,GENE40,Gene 40 protein,26856
chr6,NC_260295.1,19491451,19524735,+,rRNA,LOC897143,GENE41,Gene 41 protein,86918
chr6,NC_910389.1,59147560,59166162,+,lncRNA,LOC758452,GENE42,Gene 42 protein,65764
chr6,NC_896788.1,78060088,78084353,-,rRNA,LOC707616,GENE43,Gene 43 protein,59838
chr6,NC_431495.1,152237897,152268089,-,tRNA,LOC258290,GENE44,Gene 44 protein,58640
chr6,NC_563688.1,71187566,71231086,+,pseudogene,LOC762055,GENE45,Gene 45 protein,40691
chr6,NC_158900.1,105269850,105286435,-,rRNA,LOC469038,GENE46,Gene 46 protein,67497
chr6,NC_584172.1,143780471,143821530,+,miRNA,LOC573866,GENE47,Gene 47 protein,5929
chr6,NC_972097.1,21927621,21943284,+,miRNA,LOC401022,GENE48,Gene 48 protein,11057
chr7,NC_722937.1,140126769,140156894,+,rRNA,LOC631699,GENE1,Gene 1 protein,51394
chr7,NC_681242.1,105850564,105861467,-,rRNA,LOC930281,GENE2,Gene 2 protein,97851
chr7,NC_949153.1,83765691,83787111,+,pseudogene,LOC699425,GENE3,Gene 3 protein,86437
chr7,NC_734394.1,34057164,34105491,+,miRNA,LOC598733,GENE4,Gene 4 protein,66715
chr7,NC_572407.1,69158877,69162273,+,protein_coding,LOC208529,GENE5,Gene 5 protein,46015
chr7,NC_777513.1,135450386,135470515,+,rRNA,LOC280941,GENE6,Gene 6 protein,6130
chr7,NC_559022.1,37977058,37979649,+,tRNA,LOC560767,GENE7,Gene 7 protein,69690
chr7,NC_490963.1,13981178,14008750,+,miRNA,LOC396635,GENE8,Gene 8 protein,51779
chr7,NC_811875.1,73235852,73270932,-,miRNA,LOC726928,GENE9,Gene 9 protein,7863
chr7,NC_445705.1,15690661,15712356,-,protein_coding,LOC199096,GENE10,Gene 10 protein,74133
chr7,NC_364236.1,143774535,143777674,-,miRNA,LOC858889,GENE11,Gene 11 protein,87057
chr7,NC_185461.1,139002074,139021162,+,miRNA,LOC711046,GENE12,Gene 12 protein,87980
chr7,NC_425301.1,92479916,92514046,+,miRNA,LOC787923,GENE13,Gene 13 protein,92551
chr7,NC_723945.1,42927096,42954388,-,lncRNA,LOC843266,GENE14,Gene 14 protein,12104
chr7,NC_494976.1,49452346,49455815,-,rRNA,LOC774751,GENE15,Gene 15 protein,44054
chr7,NC_836971.1,7493979,7517513,+,tRNA,LOC969226,GENE16,Gene 16 protein,97832
chr7,NC_803024.1,28606244,28656118,+,tRNA,LOC543973,GENE17,Gene 17 protein,67648
chr7,NC_480211.1,102385868,102395885,-,protein_coding,LOC423869,GENE18,Gene 18 protein,24627
chr7,NC_903373.1,120230296,120278934,+,miRNA,LOC609892,GENE19,Gene 19 protein,26166
chr7,NC_262471.1,22198345,22239674,+,lncRNA,LOC180913,GENE20,Gene 20 protein,39770
chr7,NC_908320.1,32084287,32108177,+,rRNA,LOC665990,GENE21,Gene 21 protein,97815
chr7,NC_453123.1,144846022,144883788,+,tRNA,LOC903531,GENE22,Gene 22 protein,82006
chr7,NC_495019.1,4910833,4930620,+,rRNA,LOC261745,GENE23,Gene 23 protein,22266
chr7,NC_908554.1,84428141,84455729,+,tRNA,LOC755087,GENE24,Gene 24 protein,22697
chr8,NC_530816.1,27527110,27538287,-,protein_coding,LOC481995,GENE1,Gene 1 protein,89652
chr8,NC_740255.1,92863660,92874542,+,pseudogene,LOC398768,GENE2,Gene 2 protein,99617
chr8,NC_659951.1,29363888,29396854,-,lncRNA,LOC350786,GENE3,Gene 3 protein,41562
chr8,NC_485709.1,7381505,7395492,-,lncRNA,LOC811256,GENE4,Gene 4 protein,75766
chr8,NC_906814.1,39065695,39098270,-,pseudogene,LOC395459,GENE5,Gene 5 protein,51052
chr8,NC_956572.1,26640396,26642403,-,lncRNA,LOC309398,GENE6,Gene 6 protein,80254
chr8,NC_154714.1,143306866,143355383,+,miRNA,LOC772324,GENE7,Gene 7 protein,63991
chr8,NC_207573.1,79246438,79276695,-,rRNA,LOC845957,GENE8,Gene 8 protein,68621
chr8,NC_187949.1,109587327,109601608,+,miRNA,LOC900185,GENE9,Gene 9 protein,22012
chr8,NC_638289.1,126252510,126254945,-,pseudogene,LOC254506,GENE10,Gene 10 protein,58340
chr8,NC_956375.1,32835803,32871953,+,lncRNA,LOC573041,GENE11,Gene 11 protein,46820
chr8,NC_155843.1,15986372,15992456,+,pseudogene,LOC515712,GENE12,Gene 12 protein,66799
chr8,NC_504924.1,1756671,1803210,-,lncRNA,LOC185569,GENE13,Gene 13 protein,50140
chr8,NC_434165.1,23022481,23030972,+,protein_coding,LOC203896,GENE14,Gene 14 protein,94677
chr8,NC_244283.1,88885936,88901795,-,lncRNA,LOC140163,GENE15,Gene 15 protein,38601
chr8,NC_971482.1,20933173,20942246,-,tRNA,LOC245534,GENE16,Gene 16 protein,93476
chr8,NC_745239.1,143479136,143501089,-,pseudogene,LOC105506,GENE17,Gene 17 protein,11384
chr8,NC_326130.1,52474647,52478000,+,miRNA,LOC975522,GENE18,Gene 18 protein,20597
chr8,NC_913875.1,134866876,134889071,-,protein_coding,LOC402096,GENE19,Gene 19 protein,32147
chr8,NC_150068.1,97053082,97075812,-,protein_coding,LOC350021,GENE20,Gene 20 protein,56027
chr8,NC_216242.1,137091667,137127863,-,protein_coding,LOC977330,GENE21,Gene 21 protein,66513
chr8,NC_640410.1,37089387,37111897,+,tRNA,LOC702980,GENE22,Gene 22 protein,32711
chr8,NC_550089.1,13526716,13571780,+,miRNA,LOC101640,GENE23,Gene 23 protein,81584
chr8,NC_698384.1,47818021,47850619,-,lncRNA,LOC536802,GENE24,Gene 24 protein,25551
chr8,NC_478120.1,27096639,27125209,+,rRNA,LOC170966,GENE25,Gene 25 protein,69951
chr8,NC_592972.1,10874986,10905227,+,pseudogene,LOC145649,GENE26,Gene 26 protein,84318
chr8,NC_365971.1,4521590,4567159,-,miRNA,LOC883618,GENE27,Gene 27 protein,3128
chr8,NC_461551.1,101575757,101589782,-,protein_coding,LOC352838,GENE28,Gene 28 protein,97068
chr8,NC_870899.1,29321379,29336667,+,rRNA,LOC893435,GENE29,Gene 29 protein,44583
chr8,NC_469412.1,59744300,59777532,+,protein_coding,LOC672536,GENE30,Gene 30 protein,45374
chr8,NC_587192.1,116167598,116210444,+,tRNA,LOC829168,GENE31,Gene 31 protein,63722
chr9,NC_166165.1,26652476,26670958,+,lncRNA,LOC850827,GENE1,Gene 1 protein,60988
chr9,NC_311383.1,117984703,118032469,+,miRNA,LOC145934,GENE2,Gene 2 protein,27144
chr9,NC_425138.1,126849717,126862439,+,miRNA,LOC640418,GENE3,Gene 3 protein,53196
chr9,NC_138399.1,99998906,100044319,-,miRNA,LOC889882,GENE4,Gene 4 protein,85790
chr9,NC_474314.1,112017803,112046890,+,miRNA,LOC918771,GENE5,Gene 5 protein,7265
chr9,NC_230521.1,26367668,26407882,-,miRNA,LOC938171,GENE6,Gene 6 protein,49237
chr9,NC_879414.1,58193498,58243399,-,pseudogene,LOC561097,GENE7,Gene 7 protein,51678
chr9,NC_620306.1,43453746,43486942,-,lncRNA,LOC825686,GENE8,Gene 8 protein,66211
chr9,NC_379676.1,35502297,35548220,-,rRNA,LOC940064,GENE9,Gene 9 protein,11828
chr9,NC_551524.1,110071388,110120678,-,protein_coding,LOC731718,GENE10,Gene 10 protein,24652
chr9,NC_207581.1,133819871,133840311,-,miRNA,LOC183958,GENE11,Gene 11 protein,43981
chr9,NC_567576.1,114633144,114651319,-,miRNA,LOC731894,GENE12,Gene 12 protein,95065
chr9,NC_823270.1,1174961,1214119,-,lncRNA,LOC565471,GENE13,Gene 13 protein,47077
chr9,NC_862120.1,131927271,131949834,-,protein_coding,LOC469685,GENE14,Gene 14 protein,81589
chr9,NC_770532.1,69683832,69690608,-,miRNA,LOC929924,GENE15,Gene 15 protein,8518
chr9,NC_768480.1,123213052,123217432,+,tRNA,LOC525942,GENE16,Gene 16 protein,48619
chr9,NC_249715.1,123185319,123195101,+,protein_coding,LOC989894,GENE17,Gene 17 protein,80635
chr9,NC_232361.1,69651130,69698895,-,protein_coding,LOC170499,GENE18,Gene 18 protein,31932
chr9,NC_501451.1,130471121,130502828,-,miRNA,LOC694799,GENE19,Gene 19 protein,5244
chr9,NC_571778.1,76816230,76834573,+,tRNA,LOC488984,GENE20,Gene 20 protein,49760
chr9,NC_701800.1,128997401,129013652,-,protein_coding,LOC244383,GENE21,Gene 21 protein,70397
chr9,NC_429657.1,105744558,105748782,-,pseudogene,LOC781113,GENE22,Gene 22 protein,37528
chr9,NC_127172.1,5390717,5403253,+,protein_coding,LOC871411,GENE23,Gene 23 protein,25385
chr9,NC_505785.1,56040773,56050981,-,rRNA,LOC688956,GENE24,Gene 24 protein,16435
chr9,NC_838237.1,7439838,7445947,-,miRNA,LOC567951,GENE25,Gene 25 protein,29124
chr9,NC_615060.1,57761940,57798141,-,tRNA,LOC309902,GENE26,Gene 26 protein,17074
chr9,NC_574001.1,76207468,76245403,+,protein_coding,LOC281043,GENE27,Gene 27 protein,94502
chr9,NC_949884.1,116487604,116515193,-,protein_coding,LOC815054,GENE28,Gene 28 protein,42889
chr9,NC_168093.1,75234271,75264280,-,tRNA,LOC676713,GENE29,Gene 29 protein,72063
chr9,NC_992717.1,137469610,137492414,-,miRNA,LOC265156,GENE30,Gene 30 protein,94298
chr9,NC_633469.1,30419320,30440901,+,miRNA,LOC335134,GENE31,Gene 31 protein,16907
chr9,NC_348235.1,89959624,90004032,+,lncRNA,LOC928766,GENE32,Gene 32 protein,65752
chr9,NC_680933.1,36197069,36236628,+,miRNA,LOC700076,GENE33,Gene 33 protein,49353
chr9,NC_236074.1,78988398,78998181,-,rRNA,LOC741674,GENE34,Gene 34 protein,12300
chr9,NC_517500.1,98238203,98287990,+,miRNA,LOC851759,GENE35,Gene 35 protein,95223
chr9,NC_530749.1,110930503,110953934,-,rRNA,LOC906527,GENE36,Gene 36 protein,54665
chr9,NC_432427.1,16152465,16159833,+,lncRNA,LOC773540,GENE37,Gene 37 protein,10720
chr9,NC_813145.1,109048256,109096080,-,pseudogene,LOC642491,GENE38,Gene 38 protein,46156
chr9,NC_770872.1,86036029,86060145,+,rRNA,LOC716338,GENE39,Gene 39 protein,24850
chr9,NC_627290.1,69156627,69200828,+,pseudogene,LOC158104,GENE40,Gene 40 protein,17274
chr9,NC_272655.1,21750278,21784135,+,miRNA,LOC269834,GENE41,Gene 41 protein,43291
chr9,NC_644103.1,8539469,8550830,+,miRNA,LOC397846,GENE42,Gene 42 protein,11336
chr9,NC_765905.1,38500142,38504183,-,lncRNA,LOC677599,GENE43,Gene 43 protein,36972
chr9,NC_417534.1,60444167,60451257,+,tRNA,LOC744274,GENE44,Gene 44 protein,70924
chr9,NC_772124.1,81600098,81603023,+,rRNA,LOC276827,GENE45,Gene 45 protein,78569
chr9,NC_790731.1,92701713,92728004,+,lncRNA,LOC754813,GENE46,Gene 46 protein,95454
chr9,NC_143195.1,42407399,42434688,-,rRNA,LOC965322,GENE47,Gene 47 protein,4718
chr9,NC_772612.1,1408507,1412896,+,protein_coding,LOC908475,GENE48,Gene 48 protein,76598
chr10,NC_321048.1,79591182,79617008,-,tRNA,LOC904214,GENE1,Gene 1 protein,75991
chr10,NC_770030.1,67309598,67337228,-,rRNA,LOC131757,GENE2,Gene 2 protein,66278
chr10,NC_416768.1,19728490,19775653,-,tRNA,LOC606404,GENE3,Gene 3 protein,33096
chr10,NC_575575.1,93521775,93523674,-,miRNA,LOC176517,GENE4,Gene 4 protein,91257
chr10,NC_560959.1,16102437,16131398,+,lncRNA,LOC535810,GENE5,Gene 5 protein,64471
chr10,NC_456717.1,11191989,11201590,-,lncRNA,LOC736129,GENE6,Gene 6 protein,19830
chr10,NC_434827.1,52300318,52334600,-,tRNA,LOC869864,GENE7,Gene 7 protein,46268
chr10,NC_897615.1,40919838,40942126,-,lncRNA,LOC488539,GENE8,Gene 8 protein,68499
chr10,NC_353480.1,33383771,33414316,+,miRNA,LOC589131,GENE9,Gene 9 protein,17059
chr10,NC_359961.1,4855469,4902495,-,pseudogene,LOC247720,GENE10,Gene 10 protein,13689
chr10,NC_502810.1,26198641,26214990,+,miRNA,LOC745270,GENE11,Gene 11 protein,55805
chr10,NC_952993.1,132293291,132304617,+,lncRNA,LOC443341,GENE12,Gene 12 protein,76718
chr10,NC_900190.1,108737707,108740267,-,lncRNA,LOC267082,GENE13,Gene 13 protein,66308
chr10,NC_423528.1,120503244,120521894,-,pseudogene,LOC621530,GENE14,Gene 14 protein,4037
chr10,NC_629996.1,2092825,2125715,+,pseudogene,LOC579441,GENE15,Gene 15 protein,32552
chr10,NC_470037.1,30659798,30665578,+,rRNA,LOC151021,GENE16,Gene 16 protein,7624
chr10,NC_726543.1,111201831,111231211,-,pseudogene,LOC983791,GENE17,Gene 17 protein,86755
chr10,NC_662761.1,36386070,36389426,-,miRNA,LOC108574,GENE18,Gene 18 protein,15089
chr10,NC_377319.1,10656086,10683997,-,lncRNA,LOC862847,GENE19,Gene 19 protein,48943
chr10,NC_147440.1,126568402,126593765,-,miRNA,LOC520040,GENE20,Gene 20 protein,7705
chr10,NC_680096.1,103666929,103678110,+,miRNA,LOC402620,GENE21,Gene 21 protein,10637
chr10,NC_572230.1,2040369,2057451,-,rRNA,LOC901535,GENE22,Gene 22 protein,73070
chr10,NC_813449.1,41781557,41819969,-,rRNA,LOC740725,GENE23,Gene 23 protein,16572
chr10,NC_513037.1,118572031,118575951,+,protein_coding,LOC491326,GENE24,Gene 24 protein,45444
chr10,NC_308727.1,105442010,105491780,-,lncRNA,LOC731728,GENE25,Gene 25 protein,67731
chr10,NC_142210.1,81818171,81833196,-,rRNA,LOC147504,GENE26,Gene 26 protein,6100
chr10,NC_449218.1,121481618,121511324,+,tRNA,LOC943019,GENE27,Gene 27 protein,63094
chr10,NC_735710.1,7878748,7918752,-,lncRNA,LOC640546,GENE28,Gene 28 protein,19321
chr10,NC_434002.1,52282965,52330251,-,rRNA,LOC270395,GENE29,Gene 29 protein,52505
chr10,NC_452713.1,33097728,33128755,-,rRNA,LOC631958,GENE30,Gene 30 protein,67809
chr10,NC_690268.1,77166032,77174037,-,tRNA,LOC414353,GENE31,Gene 31 protein,63245
chr10,NC_447329.1,100089204,100091160,+,miRNA,LOC806537,GENE32,Gene 32 protein,15366
chr10,NC_422623.1,10817207,10826802,-,rRNA,LOC935457,GENE33,Gene 33 protein,96069
chr10,NC_597643.1,16269764,16283567,+,rRNA,LOC378428,GENE34,Gene 34 protein,86929
chr10,NC_153849.1,71397755,71424718,+,tRNA,LOC711868,GENE35,Gene 35 protein,63973
chr10,NC_759580.1,76223517,76263960,+,rRNA,LOC856215,GENE36,Gene 36 protein,82230
chr10,NC_961574.1,20908635,20948698,-,lncRNA,LOC813793,GENE37,Gene 37 protein,32745
chr10,NC_834549.1,51856593,51872875,+,rRNA,LOC215233,GENE38,Gene 38 protein,26006
chr10,NC_428930.1,69572863,69580426,+,pseudogene,LOC539122,GENE39,Gene 39 protein,20848
chr10,NC_313795.1,126348185,126381045,-,tRNA,LOC530311,GENE40,Gene 40 protein,66774
chr10,NC_862736.1,88211969,88234984,-,tRNA,LOC165306,GENE41,Gene 41 protein,93507
chr10,NC_317413.1,53523843,53568428,+,rRNA,LOC688132,GENE42,Gene 42 protein,43604
chr10,NC_495129.1,17166318,17193335,-,rRNA,LOC428993,GENE43,Gene 43 protein,23699
chr10,NC_458955.1,50377283,50423633,-,rRNA,LOC672808,GENE44,Gene 44 protein,47437
chr10,NC_607699.1,115324489,115354915,-,rRNA,LOC301603,GENE45,Gene 45 protein,33311
chr10,NC_412999.1,128306194,128352435,-,rRNA,LOC335790,GENE46,Gene 46 protein,40008
chr10,NC_317346.1,26356629,26378745,-,tRNA,LOC823769,GENE47,Gene 47 protein,93404
chr10,NC_603110.1,99580843,99630207,-,miRNA,LOC465746,GENE48,Gene 48 protein,74464
chr10,NC_227794.1,121702577,121722919,-,miRNA,LOC701334,GENE49,Gene 49 protein,89686
chr10,NC_958130.1,73295232,73323722,-,pseudogene,LOC461899,GENE50,Gene 50 protein,20198
chr10,NC_401602.1,111770041,111791016,-,protein_coding,LOC848831,GENE51,Gene 51 protein,11358
chr10,NC_787836.1,130281219,130305498,-,pseudogene,LOC368900,GENE52,Gene 52 protein,98955
chr10,NC_311883.1,34912381,34960059,-,lncRNA,LOC968170,GENE53,Gene 53 protein,71592
chr10,NC_829988.1,32486345,32529244,-,rRNA,LOC384815,GENE54,Gene 54 protein,18992
chr10,NC_876880.1,125077677,125101538,+,rRNA,LOC715336,GENE55,Gene 55 protein,32363
chr10,NC_802371.1,54281889,54316031,+,protein_coding,LOC656837,GENE56,Gene 56 protein,30579
chr10,NC_205065.1,29224900,29270865,+,protein_coding,LOC533377,GENE57,Gene 57 protein,44292
chr10,NC_814281.1,101151372,101157020,-,protein_coding,LOC908206,GENE58,Gene 58 protein,19018
chr10,NC_265613.1,122425309,122456832,+,rRNA,LOC526673,GENE59,Gene 59 protein,86575
chr10,NC_782139.1,129038364,129073778,-,pseudogene,LOC309144,GENE60,Gene 60 protein,38649
chr10,NC_777273.1,130746029,130751628,-,miRNA,LOC162036,GENE61,Gene 61 protein,12725
chr10,NC_874568.1,72748934,72796998,+,rRNA,LOC858243,GENE62,Gene 62 protein,5888
chr10,NC_978292.1,27464435,27506524,+,pseudogene,LOC284327,GENE63,Gene 63 protein,5763
chr10,NC_295361.1,6591878,6638771,-,pseudogene,LOC885386,GENE64,Gene 64 protein,38941
chr10,NC_412886.1,116593456,116621072,+,protein_coding,LOC695551,GENE65,Gene 65 protein,80007
chr10,NC_398384.1,103376571,103379684,+,miRNA,LOC576419,GENE66,Gene 66 protein,85058
chr10,NC_992400.1,61244226,61288232,-,lncRNA,LOC628705,GENE67,Gene 67 protein,62344
chr10,NC_948102.1,111393888,111416815,-,lncRNA,LOC218118,GENE68,Gene 68 protein,44343
chr10,NC_581206.1,21420139,21453558,+,tRNA,LOC779776,GENE69,Gene 69 protein,34720
chr10,NC_872399.1,4700108,4737250,+,protein_coding,LOC453487,GENE70,Gene 70 protein,39669
chr10,NC_740632.1,68493246,68538984,+,lncRNA,LOC997734,GENE71,Gene 71 protein,84719
chr10,NC_640310.1,19532053,19549706,-,pseudogene,LOC443856,GENE72,Gene 72 protein,12368
chr10,NC_200018.1,79081711,79088435,-,tRNA,LOC293757,GENE73,Gene 73 protein,19430
chr10,NC_360096.1,105340329,105352412,-,miRNA,LOC107161,GENE74,Gene 74 protein,35181
chr10,NC_568436.1,70466045,70486861,-,lncRNA,LOC890371,GENE75,Gene 75 protein,35995
chr10,NC_710754.1,105917344,105924620,-,miRNA,LOC857997,GENE76,Gene 76 protein,76088
chr10,NC_785436.1,128795571,128835234,+,miRNA,LOC477017,GENE77,Gene 77 protein,91802
chr10,NC_800224.1,100580682,100605181,+,protein_coding,LOC223967,GENE78,Gene 78 protein,62000
chr10,NC_525110.1,82895008,82939328,-,lncRNA,LOC819400,GENE79,Gene 79 protein,66866
chr10,NC_223119.1,46450911,46458010,-,tRNA,LOC769737,GENE80,Gene 80 protein,39671
chr10,NC_331577.1,18820027,18840603,-,rRNA,LOC329772,GENE81,Gene 81 protein,18507
chr11,NC_577079.1,76918039,76945194,-,lncRNA,LOC884056,GENE1,Gene 1 protein,80395
chr11,NC_836038.1,38190551,38209325,-,pseudogene,LOC675914,GENE2,Gene 2 protein,62712
chr11,NC_813390.1,78874891,78893549,+,lncRNA,LOC891401,GENE3,Gene 3 protein,79094
chr11,NC_568449.1,84923921,84940922,+,rRNA,LOC653829,GENE4,Gene 4 protein,93244
chr11,NC_691573.1,133972126,133999018,-,protein_coding,LOC217659,GENE5,Gene 5 protein,9094
chr11,NC_662728.1,64537248,64577278,+,rRNA,LOC257131,GENE6,Gene 6 protein,22566
chr11,NC_563303.1,63231845,63243569,-,rRNA,LOC221886,GENE7,Gene 7 protein,90167
chr11,NC_711474.1,112007898,112048646,+,tRNA,LOC612573,GENE8,Gene 8 protein,12919
chr11,NC_575458.1,31173264,31208261,-,protein_coding,LOC238353,GENE9,Gene 9 protein,68272
chr11,NC_691303.1,3140267,3182502,-,pseudogene,LOC160541,GENE10,Gene 10 protein,74242
chr11,NC_946112.1,118721399,118760537,-,tRNA,LOC423139,GENE11,Gene 11 protein,95801
chr11,NC_366817.1,21317066,21318191,+,pseudogene,LOC956113,GENE12,Gene 12 protein,1395
chr11,NC_176577.1,61568641,61614913,+,rRNA,LOC147489,GENE13,Gene 13 protein,56534
chr11,NC_166857.1,60744657,60761055,-,tRNA,LOC667451,GENE14,Gene 14 protein,8897
chr11,NC_133276.1,74144638,74152276,+,pseudogene,LOC401036,GENE15,Gene 15 protein,54591
chr11,NC_903028.1,93429834,93434083,+,lncRNA,LOC772687,GENE16,Gene 16 protein,96589
chr11,NC_501058.1,129608246,129649609,-,miRNA,LOC570325,GENE17,Gene 17 protein,50479
chr11,NC_815894.1,63026675,63066737,-,protein_coding,LOC793939,GENE18,Gene 18 protein,71687
chr11,NC_464663.1,128835615,128875140,+,tRNA,LOC224395,GENE19,Gene 19 protein,24392
chr11,NC_233533.1,79738835,79741804,-,rRNA,LOC863214,GENE20,Gene 20 protein,30188
chr11,NC_412856.1,61747593,61765868,+,protein_coding,LOC585494,GENE21,Gene 21 protein,89276
chr11,NC_497700.1,3746804,3789778,-,rRNA,LOC963355,GENE22,Gene 22 protein,31102
chr11,NC_462974.1,133947708,133988995,+,pseudogene,LOC262656,GENE23,Gene 23 protein,37129
chr11,NC_902674.1,111111310,111157451,+,tRNA,LOC218326,GENE24,Gene 24 protein,5222
chr11,NC_903265.1,22891342,22940662,-,rRNA,LOC116405,GENE25,Gene 25 protein,32544
chr11,NC_205797.1,110116822,110155828,+,protein_coding,LOC722795,GENE26,Gene 26 protein,5400
chr11,NC_804667.1,30655353,30678826,-,rRNA,LOC837449,GENE27,Gene 27 protein,7380
chr11,NC_146385.1,75330621,75360246,+,tRNA,LOC521805,GENE28,Gene 28 protein,58535
chr11,NC_327823.1,79029433,79066920,+,rRNA,LOC891030,GENE29,Gene 29 protein,8398
chr11,NC_403314.1,34931079,34976991,+,rRNA,LOC345536,GENE30,Gene 30 protein,96881
chr11,NC_726962.1,130611435,130655258,-,rRNA,LOC910065,GENE31,Gene 31 protein,89150
chr11,NC_416422.1,8804813,8836472,-,lncRNA,LOC250219,GENE32,Gene 32 protein,87535
chr11,NC_415098.1,121111346,121125944,+,pseudogene,LOC388519,GENE33,Gene 33 protein,8989
chr11,NC_811721.1,61685037,61705545,+,tRNA,LOC547952,GENE34,Gene 34 protein,73856
chr11,NC_461145.1,112769764,112797748,-,protein_coding,LOC774565,GENE35,Gene 35 protein,88994
chr11,NC_434217.1,24201438,24208142,-,rRNA,LOC830132,GENE36,Gene 36 protein,55568
chr11,NC_414455.1,10527148,10555356,-,lncRNA,LOC494747,GENE37,Gene 37 protein,25101
chr11,NC_990598.1,120280468,120301082,-,lncRNA,LOC336290,GENE38,Gene 38 protein,40418
chr11,NC_160423.1,15199203,15248711,+,pseudogene,LOC689704,GENE39,Gene 39 protein,55090
chr11,NC_655736.1,65344261,65374426,-,rRNA,LOC240606,GENE40,Gene 40 protein,51910
chr11,NC_313214.1,2987698,3025019,+,miRNA,LOC446305,GENE41,Gene 41 protein,85765
chr11,NC_988283.1,52864241,52896357,+,pseudogene,LOC489102,GENE42,Gene 42 protein,13119
chr11,NC_381502.1,20267958,20294384,+,protein_coding,LOC495489,GENE43,Gene 43 protein,89299
chr11,NC_297303.1,23010282,23014994,+,protein_coding,LOC943737,GENE44,Gene 44 protein,78015
chr11,NC_319036.1,103499878,103527078,+,pseudogene,LOC449138,GENE45,Gene 45 protein,40739
chr11,NC_299254.1,68309364,68314090,+,lncRNA,LOC877493,GENE46,Gene 46 protein,16376
chr11,NC_829417.1,22471392,22500115,-,lncRNA,LOC733760,GENE47,Gene 47 protein,93244
chr11,NC_350956.1,91036006,91071964,+,pseudogene,LOC678897,GENE48,Gene 48 protein,43154
chr11,NC_588899.1,34318900,34332078,-,pseudogene,LOC659572,GENE49,Gene 49 protein,86029
chr11,NC_374267.1,58331611,58363935,-,miRNA,LOC477114,GENE50,Gene 50 protein,68215
