chromosome,genomic_accession,start,end,strand,class,locus_tag,symbol,name,GeneID
1,CP075493.1,3007917,3009318,-,protein_coding,I4U23_000872,,,
1,CP075493.1,3011957,3012648,-,protein_coding,I4U23_000873,,,
1,CP075493.1,3012908,3014904,+,protein_coding,I4U23_000874,,,
1,CP075493.1,3015875,3017476,+,protein_coding,I4U23_000875,,,
1,CP075493.1,3017543,3020412,-,protein_coding,I4U23_000876,,,
1,CP075493.1,3020773,3021404,+,protein_coding,I4U23_000877,,,
1,CP075493.1,3021629,3022339,-,protein_coding,I4U23_000878,,,
1,CP075493.1,3022573,3023688,-,protein_coding,I4U23_000879,,,
1,CP075493.1,3023809,3026460,-,protein_coding,I4U23_000880,,,
1,CP075493.1,3027531,3029790,-,protein_coding,I4U23_000881,,,
1,CP075493.1,3029910,3030835,-,protein_coding,I4U23_000882,,,
1,CP075493.1,3031919,3033685,-,protein_coding,I4U23_000883,,,
1,CP075493.1,3035786,3036479,+,protein_coding,I4U23_000884,,,
1,CP075493.1,3036341,3038920,-,protein_coding,I4U23_000885,,,
1,CP075493.1,3039451,3041379,-,protein_coding,I4U23_000886,,,
1,CP075493.1,3042263,3043122,+,protein_coding,I4U23_000887,,,
1,CP075493.1,3043212,3045608,+,protein_coding,I4U23_000888,,,
1,CP075493.1,3045880,3046437,-,protein_coding,I4U23_000889,,,
1,CP075493.1,3046446,3048927,-,protein_coding,I4U23_000890,,,
1,CP075493.1,3051981,3055210,-,protein_coding,I4U23_000891,,,
1,CP075493.1,3056809,3059125,-,protein_coding,I4U23_000892,,,
1,CP075493.1,3059248,3059996,-,protein_coding,I4U23_000893,,,
1,CP075493.1,3060707,3062001,+,protein_coding,I4U23_000894,,,
1,CP075493.1,3062426,3064651,-,protein_coding,I4U23_000895,,,
1,CP075493.1,3068759,3070604,+,protein_coding,I4U23_000896,,,
1,CP075493.1,3071271,3072129,+,protein_coding,I4U23_000897,,,
1,CP075493.1,3072116,3073035,+,protein_coding,I4U23_000898,,,
1,CP075493.1,3073149,3073861,+,protein_coding,I4U23_000899,,,
1,CP075493.1,3075208,3076920,+,protein_coding,I4U23_000900,,,
1,CP075493.1,3077331,3077600,+,protein_coding,I4U23_000901,,,
1,CP075493.1,3077678,3082059,-,protein_coding,I4U23_000902,,,
1,CP075493.1,3083225,3087364,-,protein_coding,I4U23_000903,,,
1,CP075493.1,3087474,3089241,-,protein_coding,I4U23_000904,,,
1,CP075493.1,3090267,3092965,-,protein_coding,I4U23_000905,,,
1,CP075493.1,3093551,3094235,+,protein_coding,I4U23_000906,,,
1,CP075493.1,3096173,3100498,+,protein_coding,I4U23_000907,,,
1,CP075493.1,3100650,3103153,+,protein_coding,I4U23_000908,,,
1,CP075493.1,3103255,3105316,-,protein_coding,I4U23_000909,,,
1,CP075493.1,3106674,3111027,+,protein_coding,I4U23_000910,,,
1,CP075493.1,3111476,3116977,+,protein_coding,I4U23_000911,,,
1,CP075493.1,3117197,3120186,-,protein_coding,I4U23_000912,,,
1,CP075493.1,3120842,3122741,-,protein_coding,I4U23_000913,,,
1,CP075493.1,3122855,3126264,+,protein_coding,I4U23_000914,,,
1,CP075493.1,3126241,3127638,+,protein_coding,I4U23_000915,,,
1,CP075493.1,3127690,3128556,-,protein_coding,I4U23_000916,,,
1,CP075493.1,3129633,3129900,+,protein_coding,I4U23_000917,,,
1,CP075493.1,3130046,3130222,+,protein_coding,I4U23_000918,,,
1,CP075493.1,3130439,3131934,+,protein_coding,I4U23_000919,,,
1,CP075493.1,3131885,3136057,-,protein_coding,I4U23_000920,,,
1,CP075493.1,3137358,3139393,+,protein_coding,I4U23_000921,,,
1,CP075493.1,3140751,3146535,-,protein_coding,I4U23_000922,,,
1,CP075493.1,3150902,3155368,-,protein_coding,I4U23_000923,,,
1,CP075493.1,3165851,3166964,+,protein_coding,I4U23_000924,,,
1,CP075493.1,3167921,3168584,-,protein_coding,I4U23_000925,,,
1,CP075493.1,3172775,3173921,+,protein_coding,I4U23_000926,,,
1,CP075493.1,3173953,3175314,-,protein_coding,I4U23_000927,,,
1,CP075493.1,3175584,3177034,+,protein_coding,I4U23_000928,,,
1,CP075493.1,3177794,3179906,-,protein_coding,I4U23_000929,,,
1,CP075493.1,3180153,3181026,-,protein_coding,I4U23_000930,,,
1,CP075493.1,3181003,3181631,-,protein_coding,I4U23_000931,,,
1,CP075493.1,3181739,3184406,-,protein_coding,I4U23_000932,,,
1,CP075493.1,3186198,3187223,+,protein_coding,I4U23_000933,,,
1,CP075493.1,3186991,3187893,-,protein_coding,I4U23_000934,,,
1,CP075493.1,3188286,3189579,+,protein_coding,I4U23_000935,,,
1,CP075493.1,3189710,3190673,-,protein_coding,I4U23_000936,,,
1,CP075493.1,3193872,3195525,+,protein_coding,I4U23_000937,,,
1,CP075493.1,3195811,3196672,-,protein_coding,I4U23_000938,,,
1,CP075493.1,3196933,3198792,+,protein_coding,I4U23_000939,,,
1,CP075493.1,3198803,3201814,+,protein_coding,I4U23_000940,,,
1,CP075493.1,3202018,3206263,+,protein_coding,I4U23_000941,,,
1,CP075493.1,3206707,3207825,-,protein_coding,I4U23_000942,,,
1,CP075493.1,3207879,3213559,-,protein_coding,I4U23_000943,,,
1,CP075493.1,3213561,3214494,-,protein_coding,I4U23_000944,,,
1,CP075493.1,3215749,3216454,+,protein_coding,I4U23_000945,,,
1,CP075493.1,3216602,3217952,+,protein_coding,I4U23_000946,,,
1,CP075493.1,3218065,3219463,+,protein_coding,I4U23_000947,,,
1,CP075493.1,3219565,3221196,+,protein_coding,I4U23_000948,,,
1,CP075493.1,3231164,3231346,-,protein_coding,I4U23_000949,,,
1,CP075493.1,3232436,3232783,+,protein_coding,I4U23_000950,,,
1,CP075493.1,3233085,3233379,+,protein_coding,I4U23_000951,,,
1,CP075493.1,3233729,3239568,+,protein_coding,I4U23_000952,,,
1,CP075493.1,3239558,3241845,+,protein_coding,I4U23_000953,,,
1,CP075493.1,3241842,3243423,-,protein_coding,I4U23_000954,,,
1,CP075493.1,3243638,3244307,-,protein_coding,I4U23_000955,,,
1,CP075493.1,3244618,3247264,+,protein_coding,I4U23_000956,,,
1,CP075493.1,3247628,3249210,+,protein_coding,I4U23_000957,,,
1,CP075493.1,3249211,3249625,-,protein_coding,I4U23_000958,,,
1,CP075493.1,3249828,3251324,-,protein_coding,I4U23_000959,,,
1,CP075493.1,3251825,3252749,-,protein_coding,I4U23_000960,,,
1,CP075493.1,3253044,3256295,+,protein_coding,I4U23_000961,,,
1,CP075493.1,3256358,3258929,-,protein_coding,I4U23_000962,,,
1,CP075493.1,3261475,3262985,+,protein_coding,I4U23_000963,,,
1,CP075493.1,3263066,3265381,-,protein_coding,I4U23_000964,,,
1,CP075493.1,3266010,3269017,-,protein_coding,I4U23_000965,,,
1,CP075493.1,3270002,3271524,+,protein_coding,I4U23_000966,,,
1,CP075493.1,3271562,3273228,-,protein_coding,I4U23_000967,,,
1,CP075493.1,3273927,3282426,-,protein_coding,I4U23_000968,,,
1,CP075493.1,3273968,3274285,+,protein_coding,I4U23_000969,,,
1,CP075493.1,3285952,3286602,+,protein_coding,I4U23_000970,,,
1,CP075493.1,3286993,3289083,+,protein_coding,I4U23_000971,,,
1,CP075493.1,3290285,3291384,-,protein_coding,I4U23_000972,,,
1,CP075493.1,3291687,3292728,+,protein_coding,I4U23_000973,,,
1,CP075493.1,3293055,3294127,+,protein_coding,I4U23_000974,,,
1,CP075493.1,3295468,3301166,+,protein_coding,I4U23_000975,,,
1,CP075493.1,3303050,3310066,+,protein_coding,I4U23_000976,,,
1,CP075493.1,3310209,3310526,-,protein_coding,I4U23_000977,,,
1,CP075493.1,3311298,3318130,+,protein_coding,I4U23_000978,,,
1,CP075493.1,3318223,3319331,+,protein_coding,I4U23_000979,,,
1,CP075493.1,3319027,3319699,+,protein_coding,I4U23_000980,,,
1,CP075493.1,3320017,3322375,-,protein_coding,I4U23_000981,,,
1,CP075493.1,3323741,3326179,+,protein_coding,I4U23_000982,,,
1,CP075493.1,3326904,3328841,+,protein_coding,I4U23_000983,,,
1,CP075493.1,3328950,3330031,-,protein_coding,I4U23_000984,,,
1,CP075493.1,3330307,3331340,+,protein_coding,I4U23_000985,,,
1,CP075493.1,3332161,3333748,-,protein_coding,I4U23_000986,,,
1,CP075493.1,3334372,3335619,+,protein_coding,I4U23_000987,,,
1,CP075493.1,3335985,3338399,-,protein_coding,I4U23_000988,,,
1,CP075493.1,3340617,3343716,+,protein_coding,I4U23_000989,,,
1,CP075493.1,3344721,3346897,+,protein_coding,I4U23_000990,,,
1,CP075493.1,3347195,3347961,-,protein_coding,I4U23_000991,,,
1,CP075493.1,3348930,3350910,+,protein_coding,I4U23_000992,,,
1,CP075493.1,3350900,3357812,-,protein_coding,I4U23_000993,,,
1,CP075493.1,3361744,3363802,+,protein_coding,I4U23_000994,,,
1,CP075493.1,3364125,3365251,-,protein_coding,I4U23_000995,,,
1,CP075493.1,3366083,3368828,+,protein_coding,I4U23_000996,,,
1,CP075493.1,3368939,3369810,+,protein_coding,I4U23_000997,,,
1,CP075493.1,3369876,3370415,-,protein_coding,I4U23_000998,,,
1,CP075493.1,3370453,3370695,-,protein_coding,I4U23_000999,,,
1,CP075493.1,3371310,3375511,+,protein_coding,I4U23_001000,,,
1,CP075493.1,3377646,3380023,-,protein_coding,I4U23_001001,,,
1,CP075493.1,3380636,3383882,+,protein_coding,I4U23_001002,,,
1,CP075493.1,3385328,3386162,+,protein_coding,I4U23_001003,,,
1,CP075493.1,3386160,3386766,+,protein_coding,I4U23_001004,,,
1,CP075493.1,3388057,3392845,+,protein_coding,I4U23_001005,,,
1,CP075493.1,3393871,3395201,+,protein_coding,I4U23_001006,,,
1,CP075493.1,3395305,3397275,+,protein_coding,I4U23_001007,,,
1,CP075493.1,3397316,3399652,-,protein_coding,I4U23_001008,,,
1,CP075493.1,3399895,3402405,-,protein_coding,I4U23_001009,,,
1,CP075493.1,3402582,3403566,+,protein_coding,I4U23_001010,,,
1,CP075493.1,3404749,3405745,+,protein_coding,I4U23_001011,,,
1,CP075493.1,3406382,3407844,-,protein_coding,I4U23_001012,,,
1,CP075493.1,3406477,3406786,+,protein_coding,I4U23_001013,,,
1,CP075493.1,3408617,3411222,+,protein_coding,I4U23_001014,,,
1,CP075493.1,3411073,3412477,-,protein_coding,I4U23_001015,,,
1,CP075493.1,3412719,3413415,-,protein_coding,I4U23_001016,,,
1,CP075493.1,3413457,3415207,-,protein_coding,I4U23_001017,,,
1,CP075493.1,3415752,3416918,+,protein_coding,I4U23_001018,,,
1,CP075493.1,3417167,3418429,-,protein_coding,I4U23_001019,,,
1,CP075493.1,3419156,3420548,+,protein_coding,I4U23_001020,,,
1,CP075493.1,3421460,3421769,-,protein_coding,I4U23_001021,,,
1,CP075493.1,3422505,3423297,-,protein_coding,I4U23_001022,,,
1,CP075493.1,3424005,3425286,+,protein_coding,I4U23_001023,,,
1,CP075493.1,3425411,3426978,-,protein_coding,I4U23_001024,,,
1,CP075493.1,3428640,3428984,-,protein_coding,I4U23_001025,,,
1,CP075493.1,3429278,3431467,-,protein_coding,I4U23_001026,,,
1,CP075493.1,3431866,3435673,-,protein_coding,I4U23_001027,,,
1,CP075493.1,3439709,3446037,+,protein_coding,I4U23_001028,,,
1,CP075493.1,3446277,3448190,-,protein_coding,I4U23_001029,,,
1,CP075493.1,3449617,3450716,-,protein_coding,I4U23_001030,,,
1,CP075493.1,3451553,3454001,+,protein_coding,I4U23_001031,,,
1,CP075493.1,3453949,3478641,-,protein_coding,I4U23_001032,,,
1,CP075493.1,3479834,3480735,-,protein_coding,I4U23_001033,,,
1,CP075493.1,3481272,3483468,+,protein_coding,I4U23_001034,,,
1,CP075493.1,3483474,3486451,+,protein_coding,I4U23_001035,,,
1,CP075493.1,3486758,3488500,+,protein_coding,I4U23_001036,,,
1,CP075493.1,3492083,3495172,+,protein_coding,I4U23_001037,,,
1,CP075493.1,3497440,3498285,+,protein_coding,I4U23_001038,,,
1,CP075493.1,3498899,3501335,-,protein_coding,I4U23_001039,,,
1,CP075493.1,3501842,3503119,-,protein_coding,I4U23_001040,,,
1,CP075493.1,3504206,3507949,-,protein_coding,I4U23_001041,,,
1,CP075493.1,3508375,3509032,-,protein_coding,I4U23_001042,,,
1,CP075493.1,3510160,3511122,-,protein_coding,I4U23_001043,,,
1,CP075493.1,3513165,3513772,+,protein_coding,I4U23_001044,,,
1,CP075493.1,3513876,3514713,+,protein_coding,I4U23_001045,,,
1,CP075493.1,3514885,3516284,+,protein_coding,I4U23_001046,,,
1,CP075493.1,3516676,3518215,+,protein_coding,I4U23_001047,,,
1,CP075493.1,3518563,3520923,-,protein_coding,I4U23_001048,,,
1,CP075493.1,3521232,3524398,+,protein_coding,I4U23_001049,,,
1,CP075493.1,3524883,3525714,-,protein_coding,I4U23_001050,,,
1,CP075493.1,3526627,3528105,+,protein_coding,I4U23_001051,,,
1,CP075493.1,3528439,3529955,+,protein_coding,I4U23_001052,,,
1,CP075493.1,3533695,3536215,+,protein_coding,I4U23_001053,,,
1,CP075493.1,3536507,3537689,+,protein_coding,I4U23_001054,,,
1,CP075493.1,3538133,3538698,-,protein_coding,I4U23_001055,,,
1,CP075493.1,3539440,3542600,+,protein_coding,I4U23_001056,,,
1,CP075493.1,3542727,3544100,+,protein_coding,I4U23_001057,,,
1,CP075493.1,3544315,3546734,-,protein_coding,I4U23_001058,,,
1,CP075493.1,3547155,3549543,+,protein_coding,I4U23_001059,,,
1,CP075493.1,3550240,3550855,-,protein_coding,I4U23_001060,,,
1,CP075493.1,3551115,3555398,+,protein_coding,I4U23_001061,,,
1,CP075493.1,3555551,3557052,+,protein_coding,I4U23_001062,,,
1,CP075493.1,3558287,3560478,+,protein_coding,I4U23_001063,,,
1,CP075493.1,3561120,3562670,+,protein_coding,I4U23_001064,,,
1,CP075493.1,3562847,3565922,+,protein_coding,I4U23_001065,,,
1,CP075493.1,3566711,3568644,-,protein_coding,I4U23_001066,,,
1,CP075493.1,3569185,3569782,-,protein_coding,I4U23_001067,,,
1,CP075493.1,3570232,3573379,-,protein_coding,I4U23_001068,,,
1,CP075493.1,3576327,3576895,-,protein_coding,I4U23_001069,,,
1,CP075493.1,3577168,3578210,+,protein_coding,I4U23_001070,,,
1,CP075493.1,3579831,3580554,+,protein_coding,I4U23_001071,,,
1,CP075493.1,3581299,3582881,-,protein_coding,I4U23_001072,,,
1,CP075493.1,3584211,3586512,-,protein_coding,I4U23_001073,,,
1,CP075493.1,3586639,3587289,+,protein_coding,I4U23_001074,,,
1,CP075493.1,3587394,3589356,-,protein_coding,I4U23_001075,,,
1,CP075493.1,3589868,3591619,-,protein_coding,I4U23_001076,,,
1,CP075493.1,3591925,3593403,-,protein_coding,I4U23_001077,,,
1,CP075493.1,3593670,3594938,+,protein_coding,I4U23_001078,,,
1,CP075493.1,3595117,3597846,-,protein_coding,I4U23_001079,,,
1,CP075493.1,3598171,3602478,+,protein_coding,I4U23_001080,,,
1,CP075493.1,3603172,3603802,+,protein_coding,I4U23_001081,,,
1,CP075493.1,3603976,3604734,-,protein_coding,I4U23_001082,,,
1,CP075493.1,3605585,3607055,+,protein_coding,I4U23_001083,,,
1,CP075493.1,3609238,3613688,+,protein_coding,I4U23_001084,,,
1,CP075493.1,3614423,3616663,+,protein_coding,I4U23_001085,,,
1,CP075493.1,3616975,3619189,+,protein_coding,I4U23_001086,,,
1,CP075493.1,3619289,3619564,+,protein_coding,I4U23_001087,,,
1,CP075493.1,3619717,3621517,-,protein_coding,I4U23_001088,,,
1,CP075493.1,3622225,3628904,-,protein_coding,I4U23_001089,,,
1,CP075493.1,3629492,3630294,+,protein_coding,I4U23_001090,,,
1,CP075493.1,3630337,3630780,-,protein_coding,I4U23_001091,,,
1,CP075493.1,3630948,3632317,+,protein_coding,I4U23_001092,,,
1,CP075493.1,3633130,3634592,+,protein_coding,I4U23_001093,,,
1,CP075493.1,3634710,3635740,+,protein_coding,I4U23_001094,,,
1,CP075493.1,3635956,3636582,-,protein_coding,I4U23_001095,,,
1,CP075493.1,3637205,3638838,-,protein_coding,I4U23_001096,,,
1,CP075493.1,3643046,3643853,-,protein_coding,I4U23_001097,,,
1,CP075493.1,3643862,3644741,-,protein_coding,I4U23_001098,,,
1,CP075493.1,3644776,3647337,-,protein_coding,I4U23_001099,,,
1,CP075493.1,3648459,3649807,-,protein_coding,I4U23_001100,,,
1,CP075493.1,3649881,3653147,+,protein_coding,I4U23_001101,,,
1,CP075493.1,3653054,3657278,-,protein_coding,I4U23_001102,,,
1,CP075493.1,3659686,3661038,-,protein_coding,I4U23_001103,,,
1,CP075493.1,3661799,3662679,-,protein_coding,I4U23_001104,,,
1,CP075493.1,3664280,3668501,-,protein_coding,I4U23_001105,,,
1,CP075493.1,3669334,3670188,-,protein_coding,I4U23_001106,,,
1,CP075493.1,3671080,3671677,-,protein_coding,I4U23_001107,,,
1,CP075493.1,3671840,3673673,+,protein_coding,I4U23_001108,,,
1,CP075493.1,3676898,3679845,-,protein_coding,I4U23_001109,,,
1,CP075493.1,3680262,3681271,-,protein_coding,I4U23_001110,,,
1,CP075493.1,3681451,3683118,-,protein_coding,I4U23_001111,,,
1,CP075493.1,3683420,3683974,-,protein_coding,I4U23_001112,,,
1,CP075493.1,3684297,3686757,-,protein_coding,I4U23_001113,,,
1,CP075493.1,3687084,3687922,-,protein_coding,I4U23_001114,,,
1,CP075493.1,3688080,3689523,+,protein_coding,I4U23_001115,,,
1,CP075493.1,3689535,3690866,-,protein_coding,I4U23_001116,,,
1,CP075493.1,3691339,3693055,-,protein_coding,I4U23_001117,,,
1,CP075493.1,3694524,3695578,-,protein_coding,I4U23_001118,,,
1,CP075493.1,3697750,3698641,+,protein_coding,I4U23_001119,,,
1,CP075493.1,3698924,3699805,-,protein_coding,I4U23_001120,,,
1,CP075493.1,3701272,3702445,+,protein_coding,I4U23_001121,,,
1,CP075493.1,3702537,3703380,+,protein_coding,I4U23_001122,,,
1,CP075493.1,3703938,3707132,-,protein_coding,I4U23_001123,,,
1,CP075493.1,3707371,3707751,-,protein_coding,I4U23_001124,,,
1,CP075493.1,3707810,3710444,-,protein_coding,I4U23_001125,,,
1,CP075493.1,3711677,3715588,-,protein_coding,I4U23_001126,,,
1,CP075493.1,3716246,3717544,+,protein_coding,I4U23_001127,,,
1,CP075493.1,3719540,3720778,+,protein_coding,I4U23_001128,,,
1,CP075493.1,3723333,3728048,+,protein_coding,I4U23_001129,,,
1,CP075493.1,3729663,3730519,+,protein_coding,I4U23_001130,,,
1,CP075493.1,3733952,3736821,+,protein_coding,I4U23_001131,,,
1,CP075493.1,3737149,3738791,-,protein_coding,I4U23_001132,,,
1,CP075493.1,3739016,3739720,-,protein_coding,I4U23_001133,,,
1,CP075493.1,3739930,3744195,-,protein_coding,I4U23_001134,,,
1,CP075493.1,3746204,3748206,-,protein_coding,I4U23_001135,,,
1,CP075493.1,3748427,3749656,-,protein_coding,I4U23_001136,,,
1,CP075493.1,3750001,3755014,+,protein_coding,I4U23_001137,,,
1,CP075493.1,3756999,3758803,+,protein_coding,I4U23_001138,,,
1,CP075493.1,3759150,3759959,+,protein_coding,I4U23_001139,,,
1,CP075493.1,3760452,3761665,+,protein_coding,I4U23_001140,,,
1,CP075493.1,3762014,3762673,+,protein_coding,I4U23_001141,,,
1,CP075493.1,3762778,3763577,-,protein_coding,I4U23_001142,,,
1,CP075493.1,3763991,3764070,-,tRNA,I4U23_001143,,,
1,CP075493.1,3764725,3769904,-,protein_coding,I4U23_001144,,,
1,CP075493.1,3774076,3774873,-,protein_coding,I4U23_001145,,,
1,CP075493.1,3776766,3778831,-,protein_coding,I4U23_001146,,,
1,CP075493.1,3780009,3782165,-,protein_coding,I4U23_001147,,,
1,CP075493.1,3782647,3784497,+,protein_coding,I4U23_001148,,,
1,CP075493.1,3784935,3786597,+,protein_coding,I4U23_001149,,,
1,CP075493.1,3786733,3788591,-,protein_coding,I4U23_001150,,,
1,CP075493.1,3790422,3792316,+,protein_coding,I4U23_001151,,,
1,CP075493.1,3792575,3794111,-,protein_coding,I4U23_001152,,,
1,CP075493.1,3794355,3794761,-,protein_coding,I4U23_001153,,,
1,CP075493.1,3795537,3796831,+,protein_coding,I4U23_001154,,,
1,CP075493.1,3798908,3799858,-,protein_coding,I4U23_001155,,,
1,CP075493.1,3821522,3821755,-,protein_coding,I4U23_001156,,,
1,CP075493.1,3826233,3827045,-,protein_coding,I4U23_001157,,,
1,CP075493.1,3827219,3829657,+,protein_coding,I4U23_001158,,,
1,CP075493.1,3830116,3830649,+,protein_coding,I4U23_001159,,,
1,CP075493.1,3830818,3831786,-,protein_coding,I4U23_001160,,,
1,CP075493.1,3832385,3837263,+,protein_coding,I4U23_001161,,,
1,CP075493.1,3838102,3838738,+,protein_coding,I4U23_001162,,,
1,CP075493.1,3839300,3840610,-,protein_coding,I4U23_001163,,,
1,CP075493.1,3846251,3847491,-,protein_coding,I4U23_001164,,,
1,CP075493.1,3849353,3851371,-,protein_coding,I4U23_001165,,,
1,CP075493.1,3852877,3855441,-,protein_coding,I4U23_001166,,,
1,CP075493.1,3858336,3859274,-,protein_coding,I4U23_001167,,,
1,CP075493.1,3861566,3863710,+,protein_coding,I4U23_001168,,,
1,CP075493.1,3864501,3866933,+,protein_coding,I4U23_001169,,,
1,CP075493.1,3867095,3867646,+,protein_coding,I4U23_001170,,,
1,CP075493.1,3867735,3870082,-,protein_coding,I4U23_001171,,,
1,CP075493.1,3870542,3877002,-,protein_coding,I4U23_001172,,,
1,CP075493.1,3880176,3884189,+,protein_coding,I4U23_001173,,,
1,CP075493.1,3884569,3886636,-,protein_coding,I4U23_001174,,,
1,CP075493.1,3887186,3888295,-,protein_coding,I4U23_001175,,,
1,CP075493.1,3888943,3889896,-,protein_coding,I4U23_001176,,,
1,CP075493.1,3890710,3891144,-,protein_coding,I4U23_001177,,,
1,CP075493.1,3895075,3897030,+,protein_coding,I4U23_001178,,,
1,CP075493.1,3897833,3898214,+,protein_coding,I4U23_001179,,,
1,CP075493.1,3899932,3901098,+,protein_coding,I4U23_001180,,,
1,CP075493.1,3901904,3903401,+,protein_coding,I4U23_001181,,,
1,CP075493.1,3903451,3904746,+,protein_coding,I4U23_001182,,,
1,CP075493.1,3907026,3909034,-,protein_coding,I4U23_001183,,,
1,CP075493.1,3909365,3917168,-,protein_coding,I4U23_001184,,,
1,CP075493.1,3917706,3918300,-,protein_coding,I4U23_001185,,,
1,CP075493.1,3919453,3921723,-,protein_coding,I4U23_001186,,,
1,CP075493.1,3926435,3926893,+,protein_coding,I4U23_001187,,,
1,CP075493.1,3929561,3932891,+,protein_coding,I4U23_001188,,,
1,CP075493.1,3934536,3935040,-,protein_coding,I4U23_001189,,,
1,CP075493.1,3935075,3935659,-,protein_coding,I4U23_001190,,,
1,CP075493.1,3937699,3945415,+,protein_coding,I4U23_001191,,,
1,CP075493.1,3945722,3947242,-,protein_coding,I4U23_001192,,,
1,CP075493.1,3947545,3949948,+,protein_coding,I4U23_001193,,,
1,CP075493.1,3949973,3951700,+,protein_coding,I4U23_001194,,,
1,CP075493.1,3951876,3953458,+,protein_coding,I4U23_001195,,,
1,CP075493.1,3953772,3954134,-,protein_coding,I4U23_001196,,,
1,CP075493.1,3954947,3955973,-,protein_coding,I4U23_001197,,,
1,CP075493.1,3957010,3958150,+,protein_coding,I4U23_001198,,,
1,CP075493.1,3958509,3964478,+,protein_coding,I4U23_001199,,,
1,CP075493.1,3964557,3965890,-,protein_coding,I4U23_001200,,,
1,CP075493.1,3966363,3967994,+,protein_coding,I4U23_001201,,,
1,CP075493.1,3967982,3968678,+,protein_coding,I4U23_001202,,,
1,CP075493.1,3968699,3970352,-,protein_coding,I4U23_001203,,,
1,CP075493.1,3970645,3971680,-,protein_coding,I4U23_001204,,,
1,CP075493.1,3972506,3972997,-,protein_coding,I4U23_001205,,,
1,CP075493.1,3973635,3974328,-,protein_coding,I4U23_001206,,,
1,CP075493.1,3974489,3977313,-,protein_coding,I4U23_001207,,,
1,CP075493.1,3979446,3982127,-,protein_coding,I4U23_001208,,,
1,CP075493.1,3983093,3985384,+,protein_coding,I4U23_001209,,,
1,CP075493.1,3985783,3986663,-,protein_coding,I4U23_001210,,,
1,CP075493.1,3986966,3987853,+,protein_coding,I4U23_001211,,,
1,CP075493.1,3987838,3988252,+,protein_coding,I4U23_001212,,,
1,CP075493.1,3989074,3990333,+,protein_coding,I4U23_001213,,,
1,CP075493.1,3992730,3994088,-,protein_coding,I4U23_001214,,,
1,CP075493.1,3995726,3996463,-,protein_coding,I4U23_001215,,,
1,CP075493.1,3997325,3999052,-,protein_coding,I4U23_001216,,,
1,CP075493.1,3999341,3999933,-,protein_coding,I4U23_001217,,,
1,CP075493.1,4000352,4001118,+,protein_coding,I4U23_001218,,,
1,CP075493.1,4001666,4003069,+,protein_coding,I4U23_001219,,,
1,CP075493.1,4002974,4005426,-,protein_coding,I4U23_001220,,,
1,CP075493.1,4005875,4007786,+,protein_coding,I4U23_001221,,,
1,CP075493.1,4007870,4009590,+,protein_coding,I4U23_001222,,,
1,CP075493.1,4009551,4010116,+,protein_coding,I4U23_001223,,,
1,CP075493.1,4010413,4011549,+,protein_coding,I4U23_001224,,,
1,CP075493.1,4011537,4014517,+,protein_coding,I4U23_001225,,,
1,CP075493.1,4015169,4016445,+,protein_coding,I4U23_001226,,,
1,CP075493.1,4019801,4020471,-,protein_coding,I4U23_001227,,,
1,CP075493.1,4022200,4023519,+,protein_coding,I4U23_001228,,,
1,CP075493.1,4023734,4023927,+,protein_coding,I4U23_001229,,,
1,CP075493.1,4024710,4025825,+,protein_coding,I4U23_001230,,,
1,CP075493.1,4026003,4027097,+,protein_coding,I4U23_001231,,,
1,CP075493.1,4027185,4027256,+,tRNA,I4U23_001232,,,
1,CP075493.1,4027648,4028409,+,protein_coding,I4U23_001233,,,
1,CP075493.1,4028676,4030121,-,protein_coding,I4U23_001234,,,
1,CP075493.1,4030256,4031655,+,protein_coding,I4U23_001235,,,
1,CP075493.1,4033617,4034599,+,protein_coding,I4U23_001236,,,
1,CP075493.1,4034691,4035403,-,protein_coding,I4U23_001237,,,
1,CP075493.1,4037016,4038164,+,protein_coding,I4U23_001238,,,
1,CP075493.1,4038107,4040834,-,protein_coding,I4U23_001239,,,
1,CP075493.1,4041239,4042493,+,protein_coding,I4U23_001240,,,
1,CP075493.1,4043213,4043431,+,protein_coding,I4U23_001241,,,
1,CP075493.1,4043707,4044740,+,protein_coding,I4U23_001242,,,
1,CP075493.1,4044859,4045579,-,protein_coding,I4U23_001243,,,
1,CP075493.1,4046981,4048850,-,protein_coding,I4U23_001244,,,
1,CP075493.1,4048885,4049875,-,protein_coding,I4U23_001245,,,
1,CP075493.1,4050068,4051042,-,protein_coding,I4U23_001246,,,
1,CP075493.1,4052425,4053378,-,protein_coding,I4U23_001247,,,
1,CP075493.1,4054641,4055560,+,protein_coding,I4U23_001248,,,
1,CP075493.1,4060924,4061154,-,protein_coding,I4U23_001249,,,
1,CP075493.1,4061483,4062008,-,protein_coding,I4U23_001250,,,
1,CP075493.1,4063044,4065892,+,protein_coding,I4U23_001251,,,
1,CP075493.1,4067385,4068826,-,protein_coding,I4U23_001252,,,
1,CP075493.1,4069860,4071951,-,protein_coding,I4U23_001253,,,
1,CP075493.1,4072505,4073834,+,protein_coding,I4U23_001254,,,
1,CP075493.1,4073842,4074890,+,protein_coding,I4U23_001255,,,
1,CP075493.1,4075113,4076282,-,protein_coding,I4U23_001256,,,
1,CP075493.1,4076720,4079741,+,protein_coding,I4U23_001257,,,
1,CP075493.1,4079798,4081073,-,protein_coding,I4U23_001258,,,
